"names","logical","text"
"hessian_ok",FALSE,"FALSE"
"eigen_values_ok",TRUE,"TRUE"
"nlminb_ok",TRUE,"TRUE"
"range_ok",TRUE,"TRUE"
"gradients_ok",TRUE,"TRUE"
"se_magnitude_ok",TRUE,"TRUE"
"se_na_ok",TRUE,"TRUE"
"sigmas_ok",FALSE,"FALSE"
"all_ok",FALSE,"FALSE"
