"year","mean_depth","ci_lower","ci_upper"
2003,-96.8086465051789,-97.6765133109147,-95.9327348519294
2004,-117.98719137097,-119.639147986612,-116.443297560724
2005,-96.9001014418521,-97.5886216925564,-96.2644503269757
2006,-93.1102520578182,-93.8034966486491,-92.3904756067835
2007,-96.6358854463101,-97.529998194529,-95.8029183235989
2008,-86.9437385007982,-87.7076993324795,-86.1669498190015
2009,-93.6765993089484,-94.3257851140403,-93.1145403013888
2010,-108.193594598217,-109.43446961938,-106.856578827078
2011,-107.085397897819,-108.33878358587,-105.789264577849
2012,-100.532363912142,-101.329339429641,-99.7235247846204
2013,-104.98655366175,-105.933381185082,-103.905933933597
2014,-113.454582212788,-114.530790909248,-112.405998443692
2015,-113.294959559152,-114.213404057692,-112.509080778204
2016,-116.331701433741,-117.541079279653,-115.16806797505
2017,-104.226018593208,-104.898146481396,-103.633969521429
2018,-108.328807335687,-109.495170941805,-107.384271006924
2019,-104.21542367834,-104.971413076931,-103.45613572649
2021,-97.8516952504685,-98.570884925243,-96.9996482823873
2022,-111.775623854744,-112.767400904091,-110.741848744429
2023,-105.007581342296,-105.957078831527,-104.134423946816
2024,-96.9416889771624,-97.5091960847095,-96.447204836397
2025,-107.507758894656,-108.9251450018,-106.168908261857
