"year","mean_depth","ci_lower","ci_upper"
2003,-464.175496899563,-470.37439365726,-456.298109671195
2004,-444.985029974309,-452.723943037514,-437.215177971559
2005,-459.63298901241,-467.020255406859,-450.878757020545
2006,-453.289882868852,-461.026797482319,-445.416372442694
2007,-416.759174906432,-425.966199071543,-407.393023734168
2008,-441.13597747947,-448.831689851624,-433.517750366256
2009,-460.960778384971,-469.849934171183,-452.510398298387
2010,-462.57189011149,-471.720235404726,-453.950753282525
2011,-482.347217614576,-490.942522491896,-474.039534686091
2012,-484.467780006019,-494.63465794497,-473.851502948427
2013,-492.484446583341,-500.467917689506,-484.50857206929
2014,-470.507633932601,-478.729659790663,-461.751914701443
2015,-455.953484677759,-464.041663440836,-447.407727062311
2016,-453.075369330108,-461.539652080247,-445.922868657112
2017,-475.676775942613,-483.661840385345,-467.430254959984
2018,-442.470188559232,-451.335967838946,-434.185128427843
2019,-467.75785385499,-475.866810249385,-458.669621121652
2021,-470.988074190936,-482.49968261991,-460.816520353073
2022,-445.67265334363,-454.578573661484,-435.104111068675
2023,-445.85700752472,-457.58812942023,-434.34339244045
2024,-474.393644359911,-483.468676844078,-464.315902693882
2025,-471.178123237706,-483.821238558512,-462.57095403876
