"year","mean_depth","ci_lower","ci_upper"
2003,-519.167516530045,-523.985830607183,-513.744902470609
2004,-466.455911966877,-471.721692391328,-460.502448028312
2005,-427.213562878148,-432.539744852082,-421.535564143384
2006,-438.050370524636,-443.684978688929,-432.161384166076
2007,-485.814457340821,-491.07903234388,-480.221193508121
2008,-445.092520406921,-451.219441173515,-439.311507251473
2009,-441.008354799176,-445.783733963994,-436.062983862662
2010,-433.420085578746,-438.297454063153,-429.474905816773
2011,-412.564318215685,-417.358658227464,-408.249302655846
2012,-319.299113916039,-321.363788892748,-317.354348514877
2013,-452.024387831052,-457.491225368744,-447.324707434462
2014,-446.345891313747,-451.955872834072,-441.116003623442
2015,-447.727715341632,-452.748134198269,-442.455654020838
2016,-234.48757210113,-236.661288660564,-232.240696356005
2017,-525.34462449985,-530.338474443092,-518.807463323955
2018,-410.521284618168,-415.348437887239,-405.731028047188
2019,-540.744412103854,-546.403937254682,-535.156758264335
2021,-435.836373400088,-440.106698018665,-429.751600038464
2022,-436.195041347675,-440.368167479553,-432.000106985545
2023,-435.247962574532,-439.326913657896,-431.066373881425
2024,-375.671438267504,-379.356383164826,-370.895093275292
2025,-493.700083506052,-498.809756908856,-489.216930619574
