"year","mean_depth","ci_lower","ci_upper"
2003,-661.521202818661,-667.780084650652,-654.566890130424
2004,-579.034625686116,-586.467826391468,-572.011890889378
2005,-566.957408268141,-573.418022456722,-559.932468962084
2006,-492.560738414551,-501.207706606916,-485.142407391836
2007,-468.382403299102,-476.018174485831,-460.632519604747
2008,-459.136007339021,-466.62222444383,-452.534159227773
2009,-610.934222772499,-617.94800759908,-602.851975612236
2010,-628.646514902267,-637.226457337064,-620.417032407842
2011,-642.225693007199,-649.64028908656,-634.623857078986
2012,-657.320850061896,-664.493181115374,-649.418703247695
2013,-656.937484775616,-663.814497233052,-650.571454798366
2014,-628.880986296814,-635.76935726264,-621.876598997338
2015,-661.757485693916,-669.701585043061,-654.722061203412
2016,-598.956244088061,-605.62736512982,-592.202566376059
2017,-643.739242065584,-651.186224091323,-637.185917110517
2018,-649.55170769969,-657.305556725815,-641.974590015431
2019,-596.545411107105,-603.213350978705,-588.21035836799
2021,-537.380728872334,-544.213303326585,-531.118391181711
2022,-484.979081747252,-491.468383090096,-478.133391087208
2023,-525.008726049864,-531.692177267127,-517.005691819159
2024,-587.590546732816,-595.46614260895,-578.76022290487
2025,-537.369468262146,-545.01930517236,-530.178331553406
