"year","mean_depth","ci_lower","ci_upper"
2003,-464.407734238346,-471.196152574158,-456.575766920121
2004,-446.850938717026,-454.769883449728,-439.6612899974
2005,-413.005726648753,-419.113220120298,-406.858481019836
2006,-504.107125761472,-509.887075896205,-497.443415370776
2007,-329.660270347749,-335.440572917898,-324.779703064722
2008,-443.122114172171,-448.790122328946,-436.545584336358
2009,-423.310612052612,-429.199714121164,-415.738598255861
2010,-277.393360814735,-281.465109529892,-273.80964643863
2011,-165.56136619913,-167.836384635822,-163.498054500423
2012,-188.430092371256,-190.055990988253,-186.517306970383
2013,-387.353963962476,-394.005924059475,-381.177088052811
2014,-346.280243523443,-351.752922139336,-340.93501749078
2015,-506.530251310596,-513.222555256631,-499.162769454005
2016,-322.986873589176,-327.97748342782,-317.608245357343
2017,-376.703467095963,-383.040707109658,-370.182511697425
2018,-272.904535185742,-278.226225247699,-268.245406462452
2019,-316.375409082623,-320.928150938259,-311.886202794806
2021,-370.691988016149,-376.625860291249,-364.756367049168
2022,-462.843253591523,-468.941321465215,-456.551322973636
2023,-220.165996909671,-223.99424154623,-216.461953659903
2024,-392.224215207683,-398.434794588527,-385.870667937865
2025,-308.89346844845,-313.997133229609,-303.74350540663
