"year","mean_depth","ci_lower","ci_upper"
2003,-131.404889695716,-133.009353790718,-129.887758808644
2004,-133.988074361486,-135.768776659121,-132.375629863965
2005,-120.666056016625,-122.537222248699,-118.662886149835
2006,-135.705056896274,-137.188389387691,-134.151068484329
2007,-123.70531674026,-124.910601685528,-122.451874237344
2008,-120.010826694365,-120.983591521483,-118.983199341904
2009,-146.258823808069,-147.704246960948,-144.905536642868
2010,-140.661718497703,-141.97266088017,-139.344015909904
2011,-144.681672124674,-146.379140501976,-143.103068146162
2012,-137.423677724017,-138.624371198486,-136.329635197752
2013,-144.294384754828,-145.729927705077,-142.565296191202
2014,-185.741843888657,-187.801486993507,-183.47383709391
2015,-149.735137700524,-151.453143407717,-148.03579992873
2016,-154.62565352671,-156.364000217006,-152.775337715169
2017,-153.085467405351,-154.577022820612,-151.723897276494
2018,-138.136431062058,-139.307241451644,-136.988306633789
2019,-135.559085816052,-136.56237996546,-134.627464150802
2021,-250.363277031232,-253.819726928134,-246.921629406704
2022,-148.49629313694,-149.564737692173,-147.398584347833
2023,-153.450880161064,-154.806826030015,-152.264102007702
2024,-140.800147895067,-141.737515363921,-139.74302405048
2025,-157.629904652232,-159.235053136,-155.940699401481
