"year","mean_depth","ci_lower","ci_upper"
2003,-647.52951188747,-653.079887327346,-641.778829110282
2004,-690.748667764278,-696.703314241825,-685.682218469898
2005,-662.977777152228,-669.007779667504,-657.729898626402
2006,-703.941298082509,-709.595649320549,-698.055126624663
2007,-707.986014363076,-714.493447804522,-702.238294134672
2008,-671.940626921405,-678.505293503111,-666.649770341713
2009,-695.808415122883,-701.682491094943,-690.359734486568
2010,-754.796400076386,-759.744305937047,-749.255668290516
2011,-692.008479371497,-697.851086296303,-685.719260342201
2012,-675.141160853751,-681.228147912461,-669.878200350395
2013,-660.503464545947,-666.294368934366,-654.065553209968
2014,-674.946504962094,-680.66625059393,-669.99497158498
2015,-694.192025298797,-699.973922905412,-689.178828962502
2016,-711.241378648818,-716.711421788797,-705.532048157488
2017,-660.758800172814,-666.065602114109,-655.501725840951
2018,-683.583070687992,-689.062312835556,-677.892935788146
2019,-675.822900151912,-680.809275237465,-670.482809292552
2021,-638.76005992419,-643.519815915843,-633.680776705091
2022,-653.287655619228,-659.825821307466,-648.138882144134
2023,-673.815392346804,-679.22459485084,-668.621587527362
2024,-665.262629478642,-671.846380178503,-659.363333743005
2025,-687.854540690918,-693.127848128596,-683.100306450126
