"year","mean_depth","ci_lower","ci_upper"
2003,-538.852322410563,-543.803526705555,-534.126904938727
2004,-528.378910777519,-535.734463643295,-522.213549028666
2005,-650.516446541753,-654.192589259852,-647.109088960756
2006,-632.604763921562,-639.115898802764,-625.559964665327
2007,-705.626651277885,-708.932834560319,-702.008529387056
2008,-697.118158304211,-701.303607859266,-693.389703649623
2009,-692.352353061902,-695.381181043394,-688.560474901737
2010,-658.333348722416,-662.433467635899,-654.276785271068
2011,-687.482417507371,-690.932780259867,-683.6016187091
2012,-679.666008002347,-683.019024778894,-676.197693286948
2013,-712.97320758134,-717.2579683014,-709.799891775044
2014,-596.969128501918,-600.96970074018,-592.14504447662
2015,-677.871015525979,-683.699424289667,-671.776728412642
2016,-608.875651140115,-613.195012619731,-604.451400241103
2017,-241.193483647415,-245.539694069925,-236.224933859056
2018,-403.010493008761,-409.368703283208,-396.910990614986
2019,-649.258484186922,-653.573549516044,-645.429491321206
2021,-486.920776318506,-492.182230095794,-481.173716037379
2022,-500.266559776469,-506.141675874108,-495.087137705597
2023,-461.55372233543,-467.703145918099,-454.750980780893
2024,-382.474381620302,-387.826997022815,-377.733927995543
