"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,61994.2257971655,54392.7606111058,70658.0064885553,11.0347965273864,0.0667411143426134,55462.2598038397,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2004,63977.852349501,56024.7209571633,73059.9906849014,11.0662922454112,0.0677277381042865,57115.3388117228,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2005,63382.112760764,56476.7163121956,71131.8306080538,11.0569369675073,0.058854773296135,57001.5252135061,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2006,54566.8307411354,48588.1297594514,61281.202463911,10.9071814815492,0.0592087130380899,48987.0037903639,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2007,52738.5036545134,47185.3501695724,58945.197136858,10.8731010873871,0.0567675440117869,47450.4491632405,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2008,39263.0859030032,35037.8636057746,43997.8285197885,10.5780400664482,0.0580906048833008,35291.1888271499,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2009,35231.440742479,31465.9602140703,39447.5302309628,10.4696941658292,0.0576707298355197,31688.3037006196,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2010,37994.1200374089,34022.5536060977,42429.3006965331,10.545186690878,0.0563315278793052,34402.1733181634,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2011,42378.0251683152,37873.1405266909,47418.7509192882,10.6543852325373,0.0573417607783541,38277.5576933766,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2012,44871.4843712455,40303.8594280062,49956.7569521599,10.7115577800196,0.0547741030308187,40537.4127977028,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2013,54544.6084699279,47890.8129112827,62122.8609889982,10.906774149895,0.0663763126143149,48836.6184130913,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2014,60124.0663641563,53859.0007582633,67117.9061116699,11.0041654790406,0.0561442283077611,54317.0982424825,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2015,68875.9644412054,61685.8924423323,76904.1070799303,11.1400625491333,0.0562520606834827,62212.2711442932,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2016,75584.3244413868,67865.0003886366,84181.685236053,11.233004192009,0.0549645148584789,68461.2187680867,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2017,73803.5558487962,66180.541856203,82304.6276617308,11.2091621916608,0.0556236866932687,66735.3709611134,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2018,79906.1529927076,71663.0052179048,89097.4815621982,11.288608137459,0.0555511280635868,72279.5050516281,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2019,70105.8641092163,59969.4081291831,81955.6559890106,11.1577617230078,0.0796809929029832,62228.1147612059,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2021,65983.8710444113,59131.5442306543,73630.2644325061,11.0971656130284,0.0559427670926042,59649.2490798162,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2022,69576.9421101058,61849.8404065878,78269.4157587088,11.1501884999119,0.0600642171760274,62702.9075034826,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2023,66972.0655628376,59759.061770406,75055.6891770716,11.1120308795349,0.0581412519362764,60454.6413835845,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2024,61065.888612763,54307.9674319136,68664.7453109255,11.0197087014155,0.0598390977144869,55041.676461231,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2025,62544.0329827597,55769.2663800274,70141.7880431264,11.0436261153855,0.0584949016289742,56335.573068286,"index","Coastwide",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2003,22961.7510669014,19223.8083150728,27426.5121362531,10.0415851135054,0.0906548837970511,20347.9715246946,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2004,25891.8764189687,21284.0475838078,31497.2639417119,10.1616845467114,0.0999872532773223,22828.5761450293,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2005,27230.2941042367,22890.1255156845,32393.3967288713,10.2120853863527,0.0885855512457554,24224.5483857082,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2006,20405.4188275283,17093.2887218422,24359.3333209651,9.92355577335963,0.0903662422933691,18058.3488308093,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2007,19738.6311138107,16468.9298851989,23657.4908608515,9.89033296477801,0.0924007373206743,17430.3828516368,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2008,14160.2854040926,11818.8548028705,16965.5762821164,9.55819652270084,0.0922185939385696,12513.8399954608,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
2009,10327.1705958785,8719.39653553815,12231.4029510753,9.24253362293832,0.0863425626210563,9112.43184091636,"index","California",24,"rex sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-700,31.9,49,TRUE,500,"iid","iid",TRUE
