"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name"
2003,1692.33181895661,977.74887954242,2929.16417024513,7.43386263143347,0.279908084067332,961.153486895266,"index","Coastwide",5,"bocaccio"
2004,8300.38724494519,4314.21397272346,15969.6363814232,9.02405744871382,0.333877065367064,4653.6026645671,"index","Coastwide",5,"bocaccio"
2005,2693.44155987532,1576.24648840819,4602.47016555757,7.89857504516174,0.273358791245754,1569.19427527289,"index","Coastwide",5,"bocaccio"
2006,2959.14743745753,1657.66030404947,5282.47767966707,7.99265647794414,0.295665660579976,1674.11056381929,"index","Coastwide",5,"bocaccio"
2007,2535.33244097403,1203.15415389164,5342.54946921312,7.83808004785081,0.380301987557761,1377.1919266902,"index","Coastwide",5,"bocaccio"
2008,2143.78818917284,1055.90680512103,4352.4937785681,7.67032972494699,0.361320168578392,1195.58731735907,"index","Coastwide",5,"bocaccio"
2009,1252.53288556655,581.419691856063,2698.28946525268,7.1329230885557,0.391563435520534,685.805289809779,"index","Coastwide",5,"bocaccio"
2010,866.082756634787,447.555020121607,1675.99358205456,6.76398046593062,0.336833222951261,480.111183024411,"index","Coastwide",5,"bocaccio"
2011,879.989010606661,391.862772437985,1976.15265663196,6.7799094194473,0.412761518904575,480.01215190702,"index","Coastwide",5,"bocaccio"
2012,4406.8717077416,2419.24211371635,8027.52156900091,8.39092035339978,0.305980499733491,2707.90538875872,"index","Coastwide",5,"bocaccio"
2013,3879.12720665167,2325.92207223106,6469.53226208101,8.26336546057375,0.260970933650356,2250.52107703558,"index","Coastwide",5,"bocaccio"
2014,5243.2798572024,3248.76502705944,8462.28749446626,8.56470250845154,0.244225047395062,3393.65411819141,"index","Coastwide",5,"bocaccio"
2015,3842.13925522113,2280.72340072141,6472.52273197259,8.25378458817429,0.266095009726928,2208.22968712678,"index","Coastwide",5,"bocaccio"
2016,10804.6549138958,7246.61821801409,16109.6616789016,9.28773233079985,0.203800757367221,6842.00724052533,"index","Coastwide",5,"bocaccio"
2017,7115.1188042864,4695.49778325947,10781.5865188137,8.86997720810576,0.21205379345665,4140.90030679828,"index","Coastwide",5,"bocaccio"
2018,12155.9918473496,7611.56526772202,19413.6334111806,9.40557748336762,0.238858148269458,7514.12207241917,"index","Coastwide",5,"bocaccio"
2019,12145.2715398942,6868.73706944055,21475.2172468552,9.40469519934971,0.290801090333978,6823.45592620595,"index","Coastwide",5,"bocaccio"
2021,7124.58823083766,4987.38488099501,10177.629894259,8.87130721130368,0.181962645584225,4360.69011642953,"index","Coastwide",5,"bocaccio"
2022,6252.07467915705,3815.52823137492,10244.5678352827,8.74066863631281,0.251960874984062,3683.61464328064,"index","Coastwide",5,"bocaccio"
2023,5690.8848731738,3678.56958130366,8804.01197365441,8.64662102876817,0.222627444862975,3423.98556412303,"index","Coastwide",5,"bocaccio"
2024,9435.5156572803,6384.06786092533,13945.4901887396,9.152236109969,0.199327816293187,5780.45410362094,"index","Coastwide",5,"bocaccio"
2003,1506.82830995977,851.050030711072,2667.9178353347,7.31776226377503,0.291480532775718,856.678008525298,"index","California",5,"bocaccio"
2004,7875.70341532271,4083.89632175459,15188.119236944,8.97153778228547,0.335072988559664,4446.14395441286,"index","California",5,"bocaccio"
2005,2519.80099691426,1467.53572061551,4326.57070956135,7.83193520790875,0.27581900465108,1482.75374504447,"index","California",5,"bocaccio"
2006,2570.07038878995,1411.04742195133,4681.10546858912,7.85168856614843,0.305924502101239,1454.84841578617,"index","California",5,"bocaccio"
2007,2277.85199567634,1058.3765482583,4902.4231713611,7.73098817072711,0.391076939141807,1242.46936282163,"index","California",5,"bocaccio"
2008,1912.46286396653,929.49420556718,3934.951056332,7.55614714797832,0.368122363702551,1077.49276346328,"index","California",5,"bocaccio"
2009,1180.10147730614,546.527311515066,2548.16084649002,7.07335571147919,0.392747742233156,650.902237522371,"index","California",5,"bocaccio"
2010,815.909093748356,420.507005429444,1583.10715556666,6.70430294403799,0.338190808724703,455.519972267572,"index","California",5,"bocaccio"
2011,779.258898070776,341.024962726336,1780.645104006,6.65834333734488,0.421634103883062,426.743968156135,"index","California",5,"bocaccio"
2012,4093.05169657683,2204.26592953919,7600.29539373804,8.31704610689806,0.315769213669192,2542.37710323916,"index","California",5,"bocaccio"
2013,3631.02895975342,2171.92957518595,6070.34935994149,8.19727134707887,0.262198741687005,2125.47784971186,"index","California",5,"bocaccio"
2014,4984.57791752126,3051.64780484418,8141.8363470385,8.51410400830392,0.250344916834917,3262.53457199317,"index","California",5,"bocaccio"
2015,3632.62313912977,2147.0901231377,6145.96971442297,8.19771029414854,0.26829142014264,2104.81813728825,"index","California",5,"bocaccio"
2016,10168.5015952852,6770.50251644045,15271.8981260608,9.22705014242412,0.207513788790135,6512.39028740466,"index","California",5,"bocaccio"
2017,5613.47125525538,3677.74239724083,8568.04423203189,8.63292456924003,0.21575406929846,3344.41739386644,"index","California",5,"bocaccio"
2018,10984.8620934814,6721.13746110385,17953.3889778512,9.30427343066448,0.250647843685283,6895.35466083655,"index","California",5,"bocaccio"
2019,9836.85010894533,5332.77122739138,18145.0911617657,9.19389082792034,0.312385595151001,5533.86826766994,"index","California",5,"bocaccio"
2021,6315.8092184686,4349.08956556714,9171.90724235892,8.75081116885038,0.190355213099714,3913.9680256723,"index","California",5,"bocaccio"
2022,4772.3246203591,2848.91260411853,7994.30710831944,8.4705888069643,0.263217157555601,2788.3221753525,"index","California",5,"bocaccio"
2023,5053.88418690754,3203.83720004177,7972.23572232107,8.52791237255055,0.232559312681869,3058.26666549115,"index","California",5,"bocaccio"
2024,8100.22999514651,5370.69917829784,12216.9802843187,8.99964773471995,0.209664237778592,5009.44729271162,"index","California",5,"bocaccio"
2003,37.4601771510917,10.4606233842966,134.147346734397,3.62327842607822,0.650859088386541,17.1705957579227,"index","Oregon",5,"bocaccio"
2004,138.295307176703,31.3507852457734,610.051449657932,4.92939130589473,0.757234318142693,61.7274099012673,"index","Oregon",5,"bocaccio"
2005,65.4448427286413,19.3081472621097,221.824879499526,4.18120769213347,0.622807641871591,30.8655067448781,"index","Oregon",5,"bocaccio"
2006,54.1106501236843,13.9526761667655,209.849524335842,3.99103102643525,0.691522756206851,24.4266401476976,"index","Oregon",5,"bocaccio"
2007,63.5471893424085,15.9534200053909,253.127246192687,4.15178276915792,0.705170887533171,29.2627881181653,"index","Oregon",5,"bocaccio"
2008,54.1288976215173,13.2125336453718,221.754406562819,3.99136819521295,0.719504189190706,24.7991460662381,"index","Oregon",5,"bocaccio"
2009,19.5518968885019,4.12654907603523,92.6383437818939,2.97307230926936,0.793703781632786,8.7027810763697,"index","Oregon",5,"bocaccio"
2010,12.8783738957365,2.91055226082029,56.9831768461855,2.55554946237495,0.758792830163126,5.74324440565568,"index","Oregon",5,"bocaccio"
2011,15.1566269354141,3.12504052159808,73.5105156146403,2.71843785779397,0.805622256446121,6.71721986546553,"index","Oregon",5,"bocaccio"
2012,73.9679508380572,19.8545616405424,275.566786627468,4.30363190260766,0.671031777461701,33.8205413057941,"index","Oregon",5,"bocaccio"
2013,74.9500845759598,19.7078451802025,285.039542708942,4.31682235297972,0.681545974593601,33.8459195518103,"index","Oregon",5,"bocaccio"
2014,120.739346547404,41.9916676577224,347.163868878,4.79363406128973,0.53886849968714,58.0508120811927,"index","Oregon",5,"bocaccio"
2015,93.1658577805505,27.1918958720406,319.208233836708,4.53438132174857,0.628308656911959,43.090882221937,"index","Oregon",5,"bocaccio"
2016,227.537029015463,78.7898414425316,657.103741107872,5.42731299004937,0.541096125013066,112.31325805725,"index","Oregon",5,"bocaccio"
2017,531.595276874673,221.021005925903,1278.58226511827,6.27588244206424,0.44777592983724,272.824892381802,"index","Oregon",5,"bocaccio"
2018,301.879152955023,107.403620841822,848.491161420473,5.71002678151311,0.527271365467537,142.144548919306,"index","Oregon",5,"bocaccio"
2019,826.452110456935,299.381875793016,2281.44435620727,6.7171419730015,0.518081988215744,407.568677623315,"index","Oregon",5,"bocaccio"
2021,220.927056336212,87.1277855690429,560.197460575952,5.39783258520827,0.47473155215093,109.474649201557,"index","Oregon",5,"bocaccio"
2022,164.882742896506,52.0119312377201,522.69389461469,5.10523457215772,0.588664609205422,76.470181249715,"index","Oregon",5,"bocaccio"
2023,134.901123781752,39.8222980242564,456.988021798608,4.90454209365901,0.622519136070599,62.0646913393611,"index","Oregon",5,"bocaccio"
2024,462.480249243526,156.929861341748,1362.95271729431,6.1366038517023,0.551441198789795,254.932532952279,"index","Oregon",5,"bocaccio"
2003,148.043331845744,53.0284805757196,413.302962220348,4.99750501365313,0.523823847365207,87.3048826120437,"index","Washington",5,"bocaccio"
2004,286.388522445743,53.2768560546567,1539.47495896742,5.65734935902418,0.858101146644761,145.731300252947,"index","Washington",5,"bocaccio"
