"year","mean_depth","ci_lower","ci_upper"
2003,-109.61211991982,-110.42560689377,-108.493468713097
2004,-100.464823806159,-101.22451696236,-99.8235758260636
2005,-116.0789185462,-116.938071237512,-115.114635152066
2006,-103.479438532398,-104.267911553533,-102.541014801538
2007,-100.237612101341,-100.973615230653,-99.445750664576
2008,-103.040917536998,-103.783594747264,-102.350054384996
2009,-111.155704915023,-112.135279458932,-110.234865357463
2010,-114.314058868231,-115.50570503097,-113.109838133021
2011,-114.374628272107,-115.404934464603,-113.432213601807
2012,-115.007474409078,-116.256498973237,-113.952943022493
2013,-121.006313575288,-121.855964033409,-120.108508456339
2014,-123.233455687781,-124.258843650364,-122.213569678585
2015,-102.177711634582,-103.029659493183,-101.364739185282
2016,-118.650373160269,-119.820559655032,-117.585346200606
2017,-113.670554707186,-114.526458925324,-112.91046551555
2018,-103.67594813743,-104.446127969291,-103.052658664732
2019,-90.9492155326568,-91.4775927710244,-90.4499891001868
2021,-87.3134768272663,-87.8342529159046,-86.8204353770381
2022,-91.6544556902933,-92.2749901527116,-91.1384650633531
2023,-99.2434283949394,-99.853278829385,-98.603639117232
2024,-102.48597793476,-103.419895718488,-101.49875448008
2025,-101.664754309255,-102.379892737853,-100.935549723796
