"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,572.664193403625,327.127345607571,1002.4972929045,6.35029949501396,0.285694006744663,535.061160879569,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2004,1015.43764980325,547.26739003781,1884.11303031723,6.92307498061577,0.315382054189378,947.149751110277,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2005,1354.48592549054,729.975518888276,2513.27897289765,7.21117727054502,0.315396750966049,1261.01138197374,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2006,852.200783000891,481.534866848642,1508.19021538395,6.74782215986484,0.29125204482003,796.251681538206,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2007,1018.34333190391,599.921098723868,1728.59921719551,6.92593240145296,0.26997141844677,950.902128688892,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2008,1122.49754103321,655.902096067043,1921.0195198047,7.02331142899772,0.274137636829036,1048.37494910923,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2009,1382.11264604354,730.662390912341,2614.38851939302,7.23136851044407,0.325218732559783,1282.43052509558,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2010,909.151042107885,499.427535268382,1655.00609997741,6.81251124330891,0.305642723543713,845.370349700226,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2011,1075.96151458414,589.77563175991,1962.9383082709,6.98096997296696,0.306754510944607,998.302045773994,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
2012,722.305182636513,358.772155417376,1454.19528518488,6.5824477402166,0.357027079736315,668.212664894734,"index","Coastwide",26,"rougheye rockfish","delta_lognormal","catch_weight ~ 0 + fyear + pass_scaled",-55,-875,42,49,TRUE,200,"off","off",TRUE
