"year","mean_depth","ci_lower","ci_upper"
2003,-171.144094509726,-172.46887852997,-169.856720878291
2004,-166.298930004514,-167.417616246466,-165.262710722122
2005,-174.452522511114,-176.016789275697,-173.087273367404
2006,-191.759981601596,-193.859302259646,-189.661691117939
2007,-174.928947748685,-176.354461259631,-173.591354474702
2008,-178.137038936817,-179.511187553657,-176.497865690335
2009,-181.217408877888,-182.890940511561,-179.700512124714
2010,-176.415610995867,-178.122078000806,-174.639030796557
2011,-178.172336380945,-179.466391425424,-176.607386217314
2012,-177.27239182638,-178.725710050913,-175.827961458663
2013,-170.164194372505,-171.792296022475,-168.642045739925
2014,-179.879280345524,-181.31408617229,-178.556214637611
2015,-173.451239871847,-174.874602541465,-172.316303403221
2016,-167.9940921683,-169.124020008549,-166.937457532096
2017,-163.735535169119,-164.749669579805,-162.657125543371
2018,-164.511520127044,-165.699570064834,-163.354239146989
2019,-163.054864511751,-164.279712423826,-162.008457925848
2021,-161.848168151856,-162.892568527141,-160.693166068275
2022,-171.278220175796,-172.776373372278,-170.025280449213
2023,-180.656667699765,-182.20892157208,-179.183491246554
2024,-167.155892693534,-168.618274403777,-165.84116404831
