"year","mean_depth","ci_lower","ci_upper"
2003,-96.204849893451,-97.0968459141513,-95.2984206343193
2004,-101.894465318474,-103.1651783169,-100.720324218848
2005,-95.8374101843126,-96.4991367357595,-95.1397658348227
2006,-94.2576131500548,-95.0779158677014,-93.5043670337022
2007,-95.4723357746916,-96.3794390009015,-94.5884916648183
2008,-88.5148477116122,-89.4742479173774,-87.6465277460325
2009,-93.6163652138359,-94.1797553873919,-93.029067059898
2010,-104.176726967784,-105.379377268506,-102.9838995579
2011,-97.8631490329566,-98.6805561663215,-96.925672697672
2012,-98.7982782404599,-99.5767184116141,-98.0000188391368
2013,-100.381719376661,-101.238481693814,-99.5068787554413
2014,-104.447620665253,-105.449232119351,-103.556280846163
2015,-107.184998856134,-107.924994662878,-106.515085692591
2016,-108.605903999893,-109.456859003682,-107.70901241736
2017,-102.631226366305,-103.370641200571,-101.795020077046
2018,-102.727845433695,-103.697068065617,-101.882756581404
2019,-101.89895974695,-102.658940038635,-101.129301399516
2021,-98.2401431814462,-98.9790389890845,-97.5313223150394
2022,-107.708630758958,-108.668917863631,-106.80059430065
2023,-100.416496355637,-101.236054282881,-99.5635705694732
2024,-97.4545278282602,-98.0828377603849,-96.9390765762495
