"year","mean_depth","ci_lower","ci_upper"
2003,-281.681543172854,-284.236145903964,-279.114034184128
2004,-278.378964869702,-281.429187840234,-275.522755289179
2005,-283.761583040446,-286.79983117439,-280.911677915509
2006,-296.66412235849,-298.833086214784,-294.498628926533
2007,-264.675101466285,-266.630425094148,-262.535914997069
2008,-309.091649678339,-310.917863930837,-307.166413244667
2009,-294.152110466304,-296.353447031641,-292.147326539267
2010,-302.352827915268,-304.725707755963,-300.220094371513
2011,-298.049230390135,-300.323014782217,-295.933408696711
2012,-292.37855424948,-294.403067055859,-290.235517167604
2013,-296.855175243067,-298.87231932466,-294.745026465555
2014,-234.70365389825,-236.438927890788,-233.099953198769
2015,-315.708459822237,-318.21990855065,-313.376499381709
2016,-289.492272179421,-291.882844175173,-286.677372073232
2017,-291.068713450237,-293.383175881663,-289.259765203086
2018,-290.707457401159,-293.0221638359,-288.543190907528
2019,-308.916651901225,-311.422368356857,-306.474664827617
2021,-286.284352643674,-288.8575967295,-284.161545405742
2022,-265.248921630404,-267.516521273928,-262.972985061727
2023,-269.315298084263,-272.24082096558,-266.303291158588
2024,-284.690925305578,-286.822141389372,-282.634205709311
