"year","mean_depth","ci_lower","ci_upper"
2003,-361.952182090956,-364.537868613028,-359.214699770899
2004,-362.35656525841,-365.003123568804,-359.604680217164
2005,-357.828317283925,-360.367607659151,-355.346654891135
2006,-355.803473019488,-358.668348807732,-352.972881552695
2007,-349.994315076847,-352.983110984024,-347.606958678735
2008,-352.026375563294,-354.54987826201,-349.393314582574
2009,-357.425529332704,-360.192274504501,-354.172706557457
2010,-356.902367759545,-359.705119342725,-354.107797251365
2011,-359.991700810602,-362.777490870012,-356.885137893531
2012,-358.043502301789,-361.07728776562,-355.342050665168
2013,-370.149192609542,-372.718839115269,-367.801269167565
2014,-364.790144433145,-367.23240313287,-362.601717554203
2015,-361.56323490433,-364.219303336981,-359.025901608555
2016,-363.950680687822,-367.000530069693,-361.256750605755
2017,-360.028335170031,-362.916624845052,-357.275664071439
2018,-358.03704393149,-361.177935071154,-355.292037738179
2019,-358.91559496113,-361.373314095033,-355.574505547058
2021,-359.43089524296,-362.691691588858,-356.364270321741
2022,-353.578247836429,-356.604951154503,-350.731213781515
2023,-357.325024496388,-360.554705401714,-354.735342089171
2024,-361.517141130983,-364.188280801138,-358.706275009767
