"year","mean_depth","ci_lower","ci_upper"
2003,-251.381092648116,-253.327566053258,-249.143573491268
2004,-252.88540572584,-255.264459600295,-250.494661693498
2005,-252.329365389937,-254.392330324962,-250.300394096485
2006,-251.03808817979,-252.969807418245,-248.668712620133
2007,-250.906710574713,-252.866235517722,-248.990736465263
2008,-253.016961728575,-255.260739678203,-251.043914198358
2009,-249.348287692892,-251.225899213927,-246.998261805668
2010,-250.456437813193,-252.644431079882,-247.914649811778
2011,-250.860280810092,-252.874920151046,-248.459134510994
2012,-251.607543631255,-253.926079071227,-249.405226710173
2013,-251.795628702455,-254.28702479435,-249.438894693566
2014,-250.17954089619,-252.687768587956,-247.874302122523
2015,-252.336193522938,-254.933621369203,-249.97790177776
2016,-248.423128179683,-250.641334723843,-246.397813452891
2017,-250.247773788028,-252.68552899668,-248.085394773106
2018,-250.182009094738,-252.260575632475,-248.323150380818
2019,-247.358955410785,-249.527916817287,-245.447158705551
2021,-253.025816317478,-255.262267922146,-251.23588447165
2022,-253.219388668806,-255.476886456231,-251.245410335361
2023,-250.304248156617,-252.504176795944,-248.341918329932
2024,-249.078891749594,-251.577636245797,-246.8179499886
2025,-252.174372675651,-254.524002663869,-250.011533959073
