"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,37315.7919608895,31103.5744756202,44768.7557827104,10.5271718930007,0.0929067411273015,29756.9394568045,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2004,37524.9869675082,31774.4669566209,44316.2319240182,10.5327623092,0.084870941585623,30229.9029747949,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2005,29952.7531030616,26098.4199999205,34376.3116102698,10.3073765226265,0.0702801013876428,24520.9879385182,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2006,20158.8728566258,16997.6351130927,23908.0408624952,9.91139981073269,0.0870272666799788,16202.0393998602,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2007,19616.1491323635,16564.8826891712,23229.4616269558,9.8841084412949,0.0862608750816741,15971.2223866466,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2008,14563.765539057,12327.6038796275,17205.5550087186,9.5862919105017,0.0850503718924005,11759.1578853299,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2009,15623.7652921896,13202.8441340812,18488.5952925335,9.65654845018239,0.085899996858104,12615.8532614732,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2010,17893.2493836072,15286.6928012862,20944.253781107,9.79217879129025,0.0803284219275713,14676.9386845051,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2011,18065.347421369,15587.1447811751,20937.559895441,9.80175087513603,0.0752815231651825,14712.9041086381,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2012,17945.7163025212,15622.8273004438,20613.985382878,9.79510671933681,0.0707249256955478,14672.7398469734,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2013,27435.8332277661,23064.9458099919,32635.0190068823,10.2196052200093,0.0885403889237578,21850.4266038131,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2014,28779.219473979,25026.2106241353,33095.0412737553,10.267408859642,0.0712920651308106,23526.04052261,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2015,35734.1332415711,30816.7620066298,41436.1599136095,10.4838616241919,0.0755358687394701,29131.9692375452,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2016,30818.7952249389,26645.3445328513,35645.9319918231,10.3358800174202,0.0742413092448293,25183.860394415,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2017,32105.632064532,28033.8210861924,36768.8588399672,10.3767867474516,0.0691950425354696,26312.9230269125,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2018,35043.1472727921,30172.591747667,40699.9233295082,10.4643353604458,0.0763514678675886,28712.7733197792,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2019,32033.7676147404,26195.7519124691,39172.8502783209,10.3745458633703,0.102651543140475,25484.9406065954,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2021,28356.5222248429,24231.0880765453,33184.3270986389,10.252612343537,0.0802160783580154,23090.4640797577,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2022,42294.09066564,35375.5513003122,50565.7167021335,10.6524026546994,0.0911376111108194,34472.0058469663,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2023,33187.7718539008,28525.7942797102,38611.6575695141,10.4099367694054,0.0772324140743097,27125.6092483963,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2024,25032.551413696,21596.7749240281,29014.9169254971,10.1279323134576,0.075324363697692,20364.8401092403,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2025,42365.2782735399,36432.5510518355,49264.0990371727,10.6540843970883,0.0769741100344692,34897.6845771622,"index","Coastwide",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2003,16648.9708841948,13456.7821899386,20598.4036592355,9.72010368474128,0.108606676675002,13434.4224787349,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2004,15886.1337602886,12669.7563139439,19919.0291901693,9.67320191716824,0.115425017568656,12735.0283292098,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2005,14981.0125601039,12452.4498705742,18023.0187359623,9.61453884891926,0.0943212176803616,12283.7086135847,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2006,8330.57043262027,6642.41911281899,10447.7604550603,9.02768721212244,0.115540751548724,6653.97771197143,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2007,5908.88290747293,4730.3173620341,7381.08979631163,8.68421207518605,0.113504381783637,4740.89365890943,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2008,5681.57119485116,4607.01963830424,7006.75355793451,8.64498309227509,0.106964549497891,4583.95224490928,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2009,5213.76743493596,4278.39016306372,6353.64467230658,8.55905798953548,0.100882415901133,4237.05145680957,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2010,4202.68376030951,3401.98005544496,5191.84430869895,8.34347859075381,0.107841614478339,3419.97976126341,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2011,6115.81884392458,5042.63820399268,7417.39514488421,8.71863394658486,0.0984453137006978,4972.23346190378,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2012,8664.00613068189,7329.07136749312,10242.0891363443,9.06693249628467,0.0853732007532442,7137.30683971985,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2013,12243.469047179,9811.85533927088,15277.6951071896,9.41274793479795,0.112961908749636,9766.31188654024,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2014,13171.2754391524,11049.8611833475,15699.970688814,9.48579363432707,0.0896039373367772,10783.8919093732,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2015,14565.695824813,11982.4958106468,17705.7850228885,9.58642444201231,0.0996050244499927,11921.7648518257,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2016,12515.0991661759,10217.3979436754,15329.5103119841,9.43469112762001,0.10349368774965,10244.7333097792,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2017,11946.4522609437,9985.9501534829,14291.8519949981,9.38818963135209,0.0914584315619795,9767.47550352131,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2018,13431.6636410747,10969.6403139593,16446.262867652,9.50537015683236,0.103309751531656,10982.4729870322,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2019,10188.4302016764,7641.02986556926,13585.0941300697,9.2290080615208,0.146798814445594,7963.98512655495,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2021,10792.2683059756,8875.76121203589,13122.5989980694,9.28658525914041,0.0997497299168467,8821.86028735658,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2022,11602.2864436555,9446.92993850768,14249.3965337798,9.35895746488306,0.104855177458049,9389.36335441539,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2023,10812.2510012178,8653.3198333049,13509.8174995674,9.28843512218586,0.113643312780143,8748.16972147271,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2024,9522.35864824453,7705.22975380698,11768.0221256215,9.16139785426722,0.108034275034581,7647.45395179317,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2025,18107.7821468355,14923.1488558207,21972.0232938213,9.80409707771451,0.098689658806246,14842.1236041198,"index","California",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2003,14460.5166584118,10587.2284215738,19750.8293674012,9.57917722525507,0.159071054334606,11288.6508280118,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2004,13243.9528670065,10250.7816248047,17111.1134705135,9.4912963398422,0.13071010698424,10583.1345083153,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2005,10046.0809466311,8223.29520064512,12272.907626902,9.21493788187568,0.102150651615603,8252.67884246231,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2006,9005.43132115962,7016.25092820852,11558.5651240141,9.1055831544263,0.127348695100825,7310.35110212355,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2007,10075.8571875063,7834.68069712171,12958.1411148408,9.21789746384152,0.128360554206568,8255.46870776593,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2008,6481.52447657635,5022.46958330994,8364.44279922797,8.77671102040824,0.130121768478806,5259.51823318387,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2009,7518.51878329737,5894.75813607317,9589.55794112563,8.92512442723649,0.124137813593427,6084.1414274289,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2010,9782.08852664841,7803.25981494743,12262.7284253551,9.18830829101219,0.115314078437318,8033.87104128665,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2011,7863.5738630278,6244.14740964898,9903.00033656157,8.96999647203575,0.117653479497732,6388.64286742626,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2012,5249.16852653803,4149.5703633636,6640.1501377754,8.56582496714537,0.11993326817962,4227.59160271549,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
2013,9395.95905759868,7116.15005531189,12406.1530358218,9.14803498834048,0.14179487732342,7409.96079045998,"index","Oregon",11,"English sole","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-475,31.9,49,TRUE,500,"iid","iid",FALSE
