"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,14745.6233368186,10638.1357090671,20439.0518731592,9.59870159480946,0.166585235828035,10178.3058936474,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2004,14794.1206581724,10736.5941938887,20385.049681131,9.60198512800021,0.163560109736902,10132.6766476356,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2005,17829.1452173298,13531.9393671412,23490.9727686573,9.7885897690086,0.140707544625983,12593.8726285183,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2006,14645.1545197253,10954.5575191361,19579.1158640558,9.59186481022872,0.148142492450476,10165.2554675121,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2007,15455.9988651894,11622.6216372108,20553.7019424186,9.64575248303029,0.14543321515193,10978.8575890763,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2008,16666.0145348857,12336.7167552829,22514.5835789802,9.7211268670698,0.153467957879196,11805.2661379335,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2009,12703.8454350758,9453.15371977862,17072.3648025134,9.44966001677844,0.150796814296447,8888.68035194121,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2010,16468.4790263583,12574.8586831495,21567.7017352911,9.70920347078094,0.137629423767176,11876.4988354338,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2011,19329.2869738586,14732.6695119643,25360.0567510431,9.86937668449971,0.138550485625289,13739.5734790976,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2012,18961.793958655,14247.5518456273,25235.8885250053,9.85018138940553,0.14583993432003,13211.248517714,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2013,18609.6750537697,13322.4747876801,25995.1706515635,9.83143688864396,0.170528218667687,12701.0958877216,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2014,17290.1547025324,13195.3697423548,22655.6326555919,9.75789252615219,0.137896031937631,12315.5461475428,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2015,13152.6288008851,9940.41974141887,17402.8510740916,9.48437692643936,0.142866094674225,9193.36940712602,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2016,30389.4601699036,22396.5005277152,41234.9817006153,10.3218511223409,0.155712617961842,20949.9500553103,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2017,20605.5815745222,15568.7007979711,27272.0246560085,9.93331726829681,0.143012551153611,14487.7988286438,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2018,27800.1517824294,20665.9707953984,37397.1514223855,10.2327967594634,0.151305359792721,19561.7531993738,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
2019,22714.5838679948,15267.2500829732,33794.7120465124,10.0307624583248,0.202706358745752,15220.7783924443,"index","Coastwide",14,"greenstriped rockfish","delta_gamma","catch_weight ~ 0 + fyear",-55,-675,31.9,49,TRUE,300,"iid","iid",FALSE
