"year","mean_depth","ci_lower","ci_upper"
2003,-79.253773455444,-80.1004556805422,-78.3544023499377
2004,-71.4865259821685,-72.1340069424008,-70.8607178678334
2005,-81.4978235095035,-82.482916750965,-80.6183135321281
2006,-81.2188991548055,-82.033736821078,-80.5318271200958
2007,-80.9936677300945,-81.8788523865375,-80.079177168105
2008,-77.0662873596879,-77.8436376812191,-76.0954325528077
2009,-80.3150513175137,-81.2703115427245,-79.3060466691948
2010,-87.8099180498636,-88.639895351478,-86.7969080708218
2011,-88.8068728859304,-90.0621771328582,-87.6916742615873
2012,-82.4970845246796,-83.6232841998672,-81.5887164134147
2013,-72.7423753313887,-73.4493119786117,-72.0734542506977
2014,-76.0917197178918,-76.7129726900605,-75.3518620706031
2015,-76.4014754517784,-77.255144571138,-75.621079286411
2016,-82.2429017263674,-83.1119338965161,-81.5113315948052
2017,-79.9385473048328,-80.55740437369,-79.2309589253571
2018,-81.0704008741059,-81.881150641686,-80.2197606392221
2019,-74.2008535018018,-74.8929714948618,-73.5130820890889
2021,-69.3373712915213,-69.817171826404,-68.8658538058616
2022,-87.9758814562141,-89.3529713524103,-86.6365446340945
2023,-76.8025712714606,-77.580371481428,-76.0656179988459
2024,-85.041852122484,-86.0288860976371,-84.1233828946749
2025,-76.965735841897,-77.7069405995063,-76.1948334520343
