"year","mean_depth","ci_lower","ci_upper"
2003,-215.5856900788,-217.68003098147,-213.597202794002
2004,-197.201748770388,-200.08435257758,-194.546231080234
2005,-196.785961091165,-199.510781483673,-194.199011958597
2006,-210.89123884418,-212.226988837853,-209.54378256478
2007,-200.725212501741,-203.673184464578,-198.16683869801
2008,-199.335343780806,-201.185704595717,-197.220042013952
2009,-204.639713962939,-206.722150026851,-202.747866148571
2010,-208.389583598442,-210.676808331736,-206.009110323276
2011,-204.401725508785,-206.727828675086,-201.974083411666
2012,-315.499805546211,-316.726769272226,-314.280899531438
2013,-196.548445851197,-199.731937117774,-193.673065215648
2014,-266.512967498603,-268.68267263719,-264.303689748198
2015,-231.069175853378,-234.113802257316,-228.627965484221
2016,-219.086654111422,-220.564155695822,-217.251522304411
2017,-218.019600160873,-220.057142341677,-216.127442519386
2018,-225.064303389736,-226.590354818855,-223.310349214769
2019,-226.756132715771,-228.89461121289,-224.76893041466
2021,-218.725992736325,-220.7591555452,-216.756919821261
2022,-216.624485273703,-218.384916384788,-214.882458203498
2023,-217.793539445214,-219.884612807736,-215.618810533681
2024,-199.228897067073,-202.02798460737,-196.753676965884
