"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,7138.48424157544,5220.13417945678,9761.80985304166,8.87325574170081,0.159685258885589,5587.35554188999,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2004,6269.6933192131,4244.58360743285,9260.9918787204,8.74348272002451,0.19902596133856,4763.25643874715,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2005,1623.30110371525,983.422822704212,2679.52544163777,7.39221707323726,0.255707714287436,1207.13999292763,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2006,1710.85141180485,784.332937027099,3731.84959485325,7.44474642722507,0.397922022341032,1206.68756915926,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2007,460.559667169323,256.08169017405,828.310711628585,6.13244241770211,0.299467707831477,342.79622811149,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2008,958.41976511679,480.562697730604,1911.44350259466,6.86528585018358,0.352214709749723,676.110706265361,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2009,967.782994589719,506.151183699057,1850.44301936064,6.87500788300182,0.330706319830146,700.309116317311,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2010,5099.81931652954,3070.73090070514,8469.69594609397,8.53696038995336,0.258825929100809,3946.15898836456,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2011,6607.3052458395,3925.05100165177,11122.5262024179,8.79593117133191,0.265717406675019,5158.98145170117,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2012,3367.68929124633,1714.83772233136,6613.64688604844,8.12198211791373,0.344347340390739,2625.11415465729,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2013,3080.53068823802,1754.78635018918,5407.8773294271,8.03285716250142,0.287125057518905,2299.0346695055,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2014,2462.32905387425,1559.23983001811,3888.47453280026,7.80886295089008,0.233121251953643,1874.55859352176,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2015,4256.56205294884,2997.14074666858,6045.20175795652,8.35621708361532,0.178984439331406,3263.3285455855,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2016,3996.58591761621,2345.67711529352,6809.41928995605,8.29319575504998,0.27187559135096,3002.48994102185,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2017,2646.9576160616,1540.8367242457,4547.12982302288,7.88116619003302,0.276069008925671,1959.92725272072,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2018,631.021494576484,241.378277710841,1649.64358182449,6.44733992626608,0.490302175886593,433.415384567872,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2019,957.924350003018,402.283752905231,2281.02441051074,6.86476880825891,0.44266686657636,674.277476547609,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2021,211.692370688045,66.8536382208087,670.32492172694,5.35513413917326,0.588086527380558,139.951871106653,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2022,1298.77796591379,645.406013557194,2613.58612921211,7.16917907512774,0.356792004089423,929.206259616611,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2023,1662.82424923806,945.086814116483,2925.64073750088,7.41627279064841,0.288268562606687,1247.34606934463,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2024,1108.99099704799,460.508027044737,2670.66144194271,7.01120586923625,0.448414149175656,754.900614845079,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2025,971.46774084041,479.230978710611,1969.3000106812,6.87880806274936,0.360529773448094,698.411409986607,"index","Coastwide",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2003,55.5831570689921,16.4117381187146,188.248638103313,4.01788022495004,0.622400930228885,38.331296727039,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2004,37.3049717203474,7.94899381402067,175.073845522595,3.61912660785718,0.788831460001455,23.4597036360554,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2005,3.83430833400542,0.753305389803669,19.5165474709469,1.34398906236154,0.830256904948316,2.36691573534834,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2006,2.85804819456503,0.481604301921062,16.9608939327857,1.05013894240434,0.908573529369886,1.74573174545729,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2007,0.720036274873649,0.134407666722154,3.85731148957195,-0.328453686472198,0.856354573463284,0.440682612126317,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
2008,2.19249479935974,0.413736370496673,11.6185904551946,0.785040073247585,0.850814801002646,1.34222167544167,"index","California",18,"Pacific cod","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-300,39,49,TRUE,200,"iid","iid",FALSE
