"year","mean_depth","ci_lower","ci_upper"
2003,-113.064465718242,-114.320919882922,-111.689013346998
2004,-106.572265093755,-108.20401454321,-105.145429955017
2005,-117.199865196684,-118.666550031114,-115.896889466271
2006,-108.692540981463,-109.607007304336,-107.694736898617
2007,-105.846233444629,-106.894220774026,-105.019204330977
2008,-105.391779226117,-106.45077841284,-104.572181130509
2009,-102.456341507576,-103.291935283119,-101.645875102359
2010,-106.02724706833,-106.778402118408,-105.298446095193
2011,-125.17973684355,-126.562286039202,-123.70803692906
2012,-115.337643952585,-116.768612064548,-113.923307607766
2013,-115.249322505906,-116.68053685352,-113.890865454024
2014,-123.57172621603,-124.996191592429,-122.117098101105
2015,-118.259649402569,-120.004562887728,-116.85610938374
2016,-119.906008658359,-121.811919149249,-118.192381184416
2017,-113.833905465019,-114.936360539025,-112.78520912882
2018,-112.914185905043,-114.205856789132,-111.515864230624
2019,-107.976684610844,-108.976138859811,-106.786066748381
2021,-114.455693052228,-115.572990397901,-113.339574517373
2022,-100.804839830939,-101.613910196969,-99.9419432891692
2023,-118.540854126867,-119.950641469333,-117.376164391928
2024,-115.709107638134,-117.21815415593,-114.350864845785
