"year","mean_depth","ci_lower","ci_upper"
2003,-166.310161208302,-167.571575611708,-165.188552268147
2004,-166.522489175296,-167.78584774386,-165.153154490108
2005,-165.570116751632,-166.87827525289,-164.253715504585
2006,-164.827755789876,-166.178772217859,-163.516012834256
2007,-165.50851154823,-166.705076271945,-164.38281885435
2008,-168.092688497583,-169.339717673539,-166.780877562627
2009,-164.862732620849,-166.176610723781,-163.695955735126
2010,-166.942566481163,-168.292582150519,-165.529630129819
2011,-166.444785116536,-167.717679402005,-165.351140545754
2012,-166.883147521403,-168.33808736626,-165.614393630971
2013,-165.733379817844,-166.971966068765,-164.558444408689
2014,-166.024628587111,-167.465794406402,-164.704322150945
2015,-166.332303227315,-167.531177140434,-165.036662878914
2016,-165.211503584406,-166.530728328898,-163.863900852177
2017,-164.86060804541,-166.389845044512,-163.435921892889
2018,-165.097787791111,-166.453563370388,-163.728890692733
2019,-165.24587993822,-166.808099038137,-163.820248295481
2021,-165.342517887375,-166.592376760594,-163.875870744946
2022,-165.316796487815,-166.571538070537,-164.238441714618
2023,-165.164325150279,-166.47847550334,-163.892625783677
2024,-166.27606706803,-167.365163172559,-165.038406975408
