"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name"
2003,115503.864311233,101421.116950857,131542.060193362,11.6570592656244,0.0663393124768686,105258.00655543,"index","Coastwide",29,"sablefish"
2004,139330.451435483,120539.758413676,161050.38663337,11.8446037391475,0.0739140195715995,126107.169681793,"index","Coastwide",29,"sablefish"
2005,126053.743135554,111013.631977464,143131.486426008,11.7444636278162,0.0648253465149126,114641.315310895,"index","Coastwide",29,"sablefish"
2006,119336.428074586,104831.423359392,135848.418434404,11.6897019099644,0.0661201245764369,108457.628273571,"index","Coastwide",29,"sablefish"
2007,114167.146277924,100617.575114034,129541.357704882,11.645418848982,0.064458646009175,103921.933133963,"index","Coastwide",29,"sablefish"
2008,81680.7065237433,71861.8940632186,92841.1073099269,11.3105731027001,0.0653438969825298,74165.0586847524,"index","Coastwide",29,"sablefish"
2009,71667.676376283,62942.6639721664,81602.13618297,11.1797951073138,0.0662336721656855,65026.2362686989,"index","Coastwide",29,"sablefish"
2010,76605.1232611921,67742.0758409355,86627.7691820642,11.2464192367975,0.0627340439025216,69688.5987098492,"index","Coastwide",29,"sablefish"
2011,89108.9761489432,78674.3238513543,100927.586556897,11.3976153507971,0.0635436283948634,81100.1767165882,"index","Coastwide",29,"sablefish"
2012,81341.4766661729,71769.9674420007,92189.4778840533,11.30641133354,0.0638735955084128,74001.8646781147,"index","Coastwide",29,"sablefish"
2013,91008.8376879415,78643.6619673128,105318.195136343,11.4187118982333,0.0745062559471427,82474.3596828499,"index","Coastwide",29,"sablefish"
2014,88398.13020216,78087.4254565846,100070.26582766,11.3896060968428,0.0632775809318906,80475.8243382611,"index","Coastwide",29,"sablefish"
2015,92219.0254410732,81099.7308959796,104862.846760974,11.4319217379438,0.0655557025713794,83829.0076166747,"index","Coastwide",29,"sablefish"
2016,98980.0868490216,87326.1919822035,112189.222617613,11.5026739659456,0.0639135450437673,90016.6898170906,"index","Coastwide",29,"sablefish"
2017,115888.824998669,102298.098534876,131285.135813091,11.6603866053407,0.0636441494356706,105415.663921491,"index","Coastwide",29,"sablefish"
2018,117247.617908991,103423.675083152,132919.313631819,11.6720433697609,0.0640084154172211,106642.251027092,"index","Coastwide",29,"sablefish"
2019,109246.103783064,91781.2941129582,130034.24398322,11.601358449009,0.0888764601648817,98299.8620314734,"index","Coastwide",29,"sablefish"
2021,158536.419752393,141254.841353673,177932.282865812,11.9737396235223,0.0588881739364144,144497.901541722,"index","Coastwide",29,"sablefish"
2022,251227.791474512,221749.551805148,284624.716015754,12.4341153423074,0.0636804881589153,228255.343201729,"index","Coastwide",29,"sablefish"
2023,224263.997612055,198323.050662379,253598.058606711,12.3205791976477,0.0627188302956038,203961.27322621,"index","Coastwide",29,"sablefish"
2024,215871.786467715,191584.821910316,243237.578677172,12.2824399292593,0.0608960197262667,196295.222958226,"index","Coastwide",29,"sablefish"
2003,65499.015256691,55909.4798876524,76733.3376775645,11.0897903872613,0.0807673800150342,59895.2982074806,"index","California",29,"sablefish"
2004,81767.8235683858,69064.9787883626,96807.0516838739,11.3116390902968,0.0861424136465013,74369.6926736895,"index","California",29,"sablefish"
2005,77114.9139563768,66341.4316741966,89637.9502887992,11.2530519773739,0.07677798440865,70490.2461524421,"index","California",29,"sablefish"
2006,72733.5501778704,62528.0554938765,84604.7311033822,11.1945580450725,0.0771378573068455,66458.3984731833,"index","California",29,"sablefish"
2007,69058.9421252937,59272.2726038818,80461.5257345865,11.1427156526293,0.0779701854458389,63026.0611957002,"index","California",29,"sablefish"
2008,48463.7226840266,41640.533509166,56404.9549431739,10.7885708111482,0.0774205430703566,44174.6429559607,"index","California",29,"sablefish"
2009,44062.4692850988,37784.1284750854,51384.0408091057,10.6933636624786,0.0784296302737773,40142.5314803644,"index","California",29,"sablefish"
2010,45253.9147965832,39109.2984324131,52363.9361098621,10.7200444602275,0.0744549043284108,41388.0691885804,"index","California",29,"sablefish"
2011,54677.9849387584,47161.2885908946,63392.7130977567,10.9092164382707,0.0754543253595046,49954.2959478631,"index","California",29,"sablefish"
