"year","mean_depth","ci_lower","ci_upper"
2003,-282.725810909575,-285.163646660311,-280.089836381021
2004,-309.324156315152,-313.315943868489,-305.598093105976
2005,-279.094445582218,-281.006512139202,-277.023407547959
2006,-290.629679138456,-292.5392637929,-288.809736674944
2007,-266.542065363601,-268.423127019208,-264.611536702671
2008,-313.827879517654,-315.831902557265,-311.858599402748
2009,-293.702392611686,-296.057136324351,-291.276107487929
2010,-296.255505488855,-298.360985334668,-293.51875199251
2011,-298.400719976737,-301.025603691401,-295.710478930563
2012,-287.160726627743,-289.398659876224,-285.068871602561
2013,-292.868430234811,-295.048235833726,-290.441373201788
2014,-286.754820742085,-289.034187033795,-284.077768463895
2015,-303.995924106002,-306.181228715959,-301.790779324509
2016,-284.654070926938,-287.297990708802,-282.547700392169
2017,-281.969467839682,-284.068996840893,-280.247485092195
2018,-290.178935106915,-292.577146679764,-287.881759379001
2019,-276.930678496905,-279.84160024443,-274.371923123312
2021,-282.083539059829,-284.446333317928,-280.06896296092
2022,-267.847236054436,-269.658209924049,-265.80103787646
2023,-271.999046423028,-274.947118533662,-269.254744031912
2024,-280.228303765725,-282.710854802003,-277.900997378741
2025,-270.557390022178,-272.744247392284,-268.489407340239
