"year","mean_depth","ci_lower","ci_upper"
2003,-120.952239881141,-121.97400783048,-120.00790967619
2004,-120.93770401511,-121.889728427555,-119.95052283475
2005,-119.739862245686,-120.87877051006,-118.759943690102
2006,-118.342215409012,-119.335146256509,-117.394678169965
2007,-115.452689574994,-116.314609039618,-114.55638830387
2008,-115.200775447657,-116.069364866339,-114.298605232072
2009,-122.630866623052,-123.547838334236,-121.618830071355
2010,-124.383521930696,-125.325827354144,-123.502692191334
2011,-128.443693762811,-129.335984887979,-127.529353316152
2012,-124.352042074417,-125.40208543453,-123.46206702545
2013,-125.229813069852,-126.422783324812,-124.10576858803
2014,-129.407055348862,-130.235379984496,-128.502344726207
2015,-126.986947550276,-128.244825269023,-125.942515929861
2016,-125.289561260698,-126.345825825083,-124.330386521735
2017,-126.34373356257,-127.41345221567,-125.336495379554
2018,-125.006775624046,-125.967349464019,-124.092320638936
2019,-122.404260582557,-123.393013022317,-121.765003921615
2021,-125.807397165514,-126.672422399205,-124.972697961904
2022,-124.055070957372,-124.939536145397,-123.255829137173
2023,-126.388747189121,-127.293532776388,-125.447675165933
2024,-126.361708478823,-127.235510210216,-125.420745105943
