"year","est","lwr","upr","log_est","se","se_natural","type","index","index_id","common_name","family","formula","min_depth","max_depth","min_latitude","max_latitude","anisotropy","knots","spatiotemporal1","spatiotemporal2","share_range"
2003,10531.7976871887,5356.64726270218,20706.7512726086,9.26215431108767,0.344935299198775,6643.24797591183,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2004,5912.76798269905,2366.18752081026,14775.1709912067,8.68486935654245,0.467270861045295,3526.92020653319,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2005,6534.73717497987,3025.41555332565,14114.6857988231,8.78488740718986,0.392907053003948,3927.06878460805,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2006,6585.04137141965,2811.96360172819,15420.8147774951,8.79255589683337,0.434149604078142,4030.45553102319,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2007,4924.64399415716,2364.79146420281,10255.4998342586,8.50200726554315,0.374273277521341,3002.42946105043,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2008,3180.08237891304,1449.18474276164,6978.35385528656,8.06466238075725,0.400979791482291,1951.23386752579,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2009,4136.40101823668,2121.34359598777,8065.55496998709,8.32758136947574,0.340708521244845,2687.21430584653,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2010,8612.60629865462,4373.61395130797,16960.1130967314,9.06098225761493,0.345739679653907,5533.11345400105,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2011,7045.99129695253,3426.49241299863,14488.8671483396,8.86021412372479,0.367823966461148,4258.61510134115,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2012,8235.17903513026,4295.13363030479,15789.5375506248,9.01617038313197,0.332114488500361,5040.51957447848,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2013,7269.91853475193,3826.64469912451,13811.5031986172,8.89150036479104,0.327432916783714,4697.05153921109,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2014,4503.61217345569,2391.92610646049,8479.57742261187,8.41263505897526,0.322853297979531,2663.13528141369,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2015,6551.30374606736,3418.19090949985,12556.2269368729,8.78741935402355,0.331920710219599,4344.93568966053,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2016,13112.4893348136,5538.99245546721,31041.2729278752,9.48132043934396,0.439677744174925,7823.26869027415,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2017,10916.3285469937,4675.01031398447,25490.0462121858,9.29801497912115,0.432675466432062,6417.68391945367,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2018,12076.4023222929,5492.66482795785,26551.6825835709,9.39900860612908,0.401966464125426,7420.38773832259,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2019,19177.3272625855,6948.1582911783,52930.5559148306,9.86148398849712,0.517995272943108,11697.1088800793,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
2021,4997.88794381489,3016.70000484537,8280.20149793138,8.51677069093846,0.257582228870485,3200.61370903746,"index","Coastwide",19,"Pacific ocean perch","delta_gamma","catch_weight ~ 0 + fyear + pass_scaled",-55,-500,35,49,TRUE,500,"iid","iid",FALSE
