"year","mean_depth","ci_lower","ci_upper"
2003,-268.629725194647,-271.062893288864,-266.263222744026
2004,-267.335372477908,-269.82639371427,-264.962847057719
2005,-267.606174150817,-270.219184751096,-265.535939510273
2006,-268.996138065538,-271.627125756216,-266.796759919697
2007,-269.367537116774,-271.792849386965,-266.480059667984
2008,-267.266978840753,-269.579014972077,-264.699416899691
2009,-270.355502723499,-272.844957245278,-267.712185021013
2010,-269.38625563689,-271.891418219773,-267.060467778778
2011,-270.633029331941,-272.956122361988,-268.288728864313
2012,-270.851923421743,-273.236336016517,-268.410949581191
2013,-269.089157729375,-271.372029315855,-266.562092628927
2014,-269.899215456369,-272.305956832846,-267.746157836436
2015,-268.066057442675,-270.712485566595,-265.394746327895
2016,-272.70966721828,-275.05423310148,-270.374114347231
2017,-270.094420942081,-272.858098286413,-267.822250509597
2018,-271.93625446881,-274.213119331015,-269.381892312622
2019,-274.388558983796,-276.968451489349,-271.661498339108
2021,-267.037461330492,-269.57385827305,-264.942426991725
2022,-267.508283516993,-269.897072137231,-265.077591263364
2023,-271.332442564003,-273.725379564139,-268.560384948905
2024,-271.146985235222,-273.528181873634,-268.487007545186
