"year","mean_depth","ci_lower","ci_upper"
2003,-287.114690585485,-289.128362861785,-285.258600397798
2004,-295.520917974802,-297.525038367385,-293.444086343241
2005,-295.66215714979,-297.718916640759,-293.618770862645
2006,-301.93159957758,-303.905639472839,-299.758144034237
2007,-292.000059481487,-293.909756995064,-289.96754387738
2008,-303.062437932649,-305.37058981442,-300.884209711993
2009,-292.803587196532,-294.717466928675,-290.920077628726
2010,-303.462509198733,-305.394939318084,-301.266434162395
2011,-302.001106687886,-304.384363627577,-299.700375413285
2012,-306.759801640943,-308.963580428084,-304.254373255966
2013,-308.296289276972,-310.472314995687,-305.879082054655
2014,-308.3907389671,-310.697804775158,-306.321791837907
2015,-301.408311483598,-303.579721359239,-299.20919893478
2016,-303.651652670894,-305.835017680448,-301.498289671975
2017,-304.429028602446,-306.66695598766,-302.504695218462
2018,-303.3234121336,-305.610731934564,-301.174836413675
2019,-302.996792427852,-305.451896575496,-300.8474826127
2021,-295.759749620819,-297.839462144597,-293.779587342735
2022,-301.479758677581,-303.936341557911,-299.329118265789
2023,-300.37335411215,-302.45848126495,-298.155134705896
2024,-290.512722775154,-292.867093209844,-288.309887509739
