"names","logical","text"
"hessian_ok",FALSE,"FALSE"
"eigen_values_ok",TRUE,"TRUE"
"nlminb_ok",FALSE,"FALSE"
"range_ok",TRUE,"TRUE"
"gradients_ok",FALSE,"FALSE"
"se_magnitude_ok",FALSE,"FALSE"
"se_na_ok",TRUE,"TRUE"
"sigmas_ok",TRUE,"TRUE"
"all_ok",FALSE,"FALSE"
